StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
300304,2011-12,1,3,2013-14,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.5,2.51
301067,2011-12,1,3,2013-14,-2,-2,23.0101,13.1001,7,0,23.0101,-2,-1,6,4,4
302772,2011-12,1,3,2013-14,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.05,2.34
299369,2011-12,1,3,2013-14,0,0,0,-1,0,0,-2,-2,-1,6,3.38,3.4
299363,2011-12,1,3,2013-14,-2,-2,23.0101,-1,7,0,23.0101,-2,-1,6,3.7,2.84
302134,2011-12,1,3,2013-14,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.72,3.29
294970,2011-12,1,3,2013-14,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.35,3.36
301192,2011-12,1,3,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.33,3.26
303346,2011-12,1,3,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,2.55,2.96
305182,2011-12,1,3,2013-14,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.63,3.22
300895,2011-12,1,3,2013-14,0,0,51.0999,-1,0,0,-2,-2,-1,6,2.85,3.17
299456,2011-12,1,3,2013-14,0,0,52.0301,-1,0,0,-2,-2,-1,6,2.72,2.81
297755,2011-12,1,3,2013-14,-2,0,0,-1,0,0,-2,-2,-1,6,2.1,2.26
297083,2011-12,1,3,2013-14,0,0,50.0701,-1,0,0,-2,-2,-1,6,1.6,2.13
301313,2011-12,1,3,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0,3.03
303775,2011-12,1,3,2013-14,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.5,3.64
300221,2011-12,1,3,2013-14,-2,0,27.0101,-1,0,0,-2,-2,-1,6,3.6,3.3
304552,2011-12,1,3,2013-14,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3,2.96
268673,2011-12,1,3,2013-14,-2,-2,9.0101,-1,7,0,9.0101,-2,-1,6,3.65,3.37
303599,2011-12,1,3,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,2.3,2.2
303589,2011-12,1,3,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,2.54
299020,2011-12,1,3,2013-14,0,0,43.0399,-1,0,0,-2,-2,-1,6,3.15,2.37
303305,2011-12,1,3,2013-14,-2,-2,43.0399,-1,8,0,43.0399,-2,-1,6,2.72,3.34
297218,2011-12,1,3,2013-14,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.21,3.22
299086,2011-12,1,3,2013-14,0,0,52.0301,-1,0,0,-2,-2,-1,6,2.97,2.98
301309,2011-12,1,3,2013-14,0,0,26.0101,-1,0,0,-2,-2,-1,6,2.34,2.93
302533,2011-12,1,3,2013-14,0,0,0,-1,0,0,-2,-2,-1,6,2.54,2.39
294406,2011-12,1,3,2013-14,0,0,42.0101,-1,0,0,-2,-2,-1,6,0,2.31
303601,2011-12,1,3,2013-14,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,3.58,3.39
302183,2011-12,1,3,2013-14,-2,-2,54.0101,13.1001,0,0,-2,-2,-1,6,2.5,3.53
298033,2011-12,1,3,2013-14,0,-2,27.0101,-1,0,0,-2,-2,-1,6,2.84,2.92
281368,2011-12,1,3,2013-14,-2,-2,54.0101,13.1001,0,0,-2,-2,-1,6,3.5,3.44
304905,2011-12,1,3,2013-14,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.7,3.18
299495,2011-12,1,3,2013-14,-2,0,11.0101,-1,0,0,-2,-2,-1,6,3.81,3.89
302116,2011-12,1,3,2013-14,-2,-2,51,-1,0,0,-2,-2,-1,6,2.23,2.97
299115,2011-12,1,3,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,4
302819,2011-12,1,3,2013-14,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.3,2.58
304823,2011-12,1,3,2013-14,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,3,2.72
294719,2011-12,1,3,2013-14,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.08,2.86
304298,2011-12,1,3,2013-14,-2,-2,51,-1,0,0,-2,-2,-1,6,3.06,3.46
