StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
302772,2011-12,1,6,2013-14,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.3,2.4
302134,2011-12,1,6,2013-14,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.7,3.31
301192,2011-12,1,6,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,2.85,3.33
303346,2011-12,1,6,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,2.5,2.92
305182,2011-12,1,6,2013-14,-2,-2,52.1401,-1,8,0,52.1401,-2,-1,6,3.5,3.25
300895,2011-12,1,6,2013-14,0,0,26.0101,-1,0,0,-2,-2,-1,6,0,3.17
303775,2011-12,1,6,2013-14,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,2,3.67
304552,2011-12,1,6,2013-14,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,0,2.96
303599,2011-12,1,6,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,2.44
299020,2011-12,1,6,2013-14,0,0,43.0199,-1,0,0,-2,-2,-1,6,2.3,2.36
299086,2011-12,1,6,2013-14,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.15,3
302533,2011-12,1,6,2013-14,0,0,0,-1,0,0,-2,-2,-1,6,2.85,2.43
303601,2011-12,1,6,2013-14,-2,-2,52.0801,-1,8,0,52.0801,-2,-1,6,4,3.45
299115,2011-12,1,6,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,4
302819,2011-12,1,6,2013-14,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,3.7,2.64
294719,2011-12,1,6,2013-14,-2,-2,52.0301,-1,8,0,52.0301,-2,-1,6,3.3,2.9
258799,2011-12,1,6,2013-14,-2,-2,43.0199,9.0101,8,0,43.0199,-2,-1,6,2.7,2.81
300275,2011-12,1,6,2013-14,-2,0,26.0101,-1,0,0,-2,-2,-1,6,4,3.52
300303,2011-12,1,6,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.95
