StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
302176,2011-12,1,6,2012-13,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,3.4,3.68
300304,2011-12,1,6,2012-13,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.85,2.48
301067,2011-12,1,6,2012-13,-2,-2,23.0101,13.1001,0,0,-2,-2,-1,6,4,4
302772,2011-12,1,6,2012-13,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.65,2.28
301192,2011-12,1,6,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.7,3.23
305186,2011-12,1,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.8
305182,2011-12,1,6,2012-13,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3,3.26
301313,2011-12,1,6,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,1.65,2.98
303775,2011-12,1,6,2012-13,-2,-2,50.0701,13.1209,0,0,-2,-2,-1,6,4,3.59
301624,2011-12,1,6,2012-13,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,3.15,3.07
299713,2011-12,1,6,2012-13,-2,-2,52.0201,52.1401,0,0,-2,-2,-1,6,4,3.78
293485,2011-12,1,6,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.55
303907,2011-12,1,6,2012-13,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,3,3.22
303428,2011-12,1,6,2012-13,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.35,2.95
304525,2011-12,1,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.67
303599,2011-12,1,6,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0,2.18
304279,2011-12,1,6,2012-13,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,2.3,3.23
298895,2011-12,1,6,2012-13,-2,0,52.0301,-1,0,0,-2,-2,-1,6,2,2.26
301078,2011-12,1,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,2.7,3.02
301653,2011-12,1,6,2012-13,-2,-2,0,-1,0,0,-2,-2,-1,6,3.82,3.06
296633,2011-12,1,6,2012-13,-2,-2,27.0101,13.1202,0,0,-2,-2,-1,6,0,2.07
302533,2011-12,1,6,2012-13,0,0,0,-1,0,0,-2,-2,-1,6,2.7,2.22
303601,2011-12,1,6,2012-13,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,4,3.33
270506,2011-12,1,6,2012-13,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,2.15,3.76
281368,2011-12,1,6,2012-13,-2,-2,54.0101,13.1001,0,0,-2,-2,-1,6,3,3.45
302819,2011-12,1,6,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,2.72
305310,2011-12,1,6,2012-13,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,0,1.29
294719,2011-12,1,6,2012-13,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,2.15,2.7
305260,2011-12,1,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.94
258799,2011-12,1,6,2012-13,-2,-2,43.0199,9.0101,0,0,-2,-2,-1,6,2.8,2.82
304560,2011-12,1,6,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,3.09
294160,2011-12,1,6,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.87
297627,2011-12,1,6,2012-13,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,4,3.34
300303,2011-12,1,6,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.94
295794,2011-12,1,6,2012-13,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,4,3.59
298900,2011-12,1,6,2012-13,0,0,0,-1,0,0,-2,-2,-1,6,3.7,3.65
