StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
300304,2011-12,1,1,2013-14,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.65,2.51
301067,2011-12,1,1,2013-14,-2,-2,23.0101,13.1001,0,0,-2,-2,-1,6,4,4
273211,2011-12,1,1,2013-14,-2,-2,42.0101,13.1209,0,0,-2,-2,-1,6,3.38,3.23
302772,2011-12,1,1,2013-14,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.84,2.44
280023,2011-12,1,1,2013-14,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,2.83,2.7
299369,2011-12,1,1,2013-14,0,0,0,-1,0,0,-2,-2,-1,6,3.25,3.4
299363,2011-12,1,1,2013-14,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,3.5,2.78
302134,2011-12,1,1,2013-14,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.96,3.21
301723,2011-12,1,1,2013-14,-2,-2,52.1401,-1,8,0,52.1401,-2,-1,6,3.83,3.52
283028,2011-12,1,1,2013-14,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2.5,2.75
294970,2011-12,1,1,2013-14,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3,3.36
301192,2011-12,1,1,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.35,3.25
303346,2011-12,1,1,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,3.66,3.06
305182,2011-12,1,1,2013-14,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,2.83,3.15
300895,2011-12,1,1,2013-14,0,0,51.0999,-1,0,0,-2,-2,-1,6,3.08,3.22
299456,2011-12,1,1,2013-14,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.02,2.83
297755,2011-12,1,1,2013-14,-2,0,0,-1,0,0,-2,-2,-1,6,2.43,2.42
297083,2011-12,1,1,2013-14,0,0,50.0701,-1,0,0,-2,-2,-1,6,1.77,2.31
303435,2011-12,1,1,2013-14,-2,-2,27.0101,13.1209,0,0,-2,-2,-1,6,2.3,2.87
301313,2011-12,1,1,2013-14,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.03
